Target Number,Indicator Number,Description,St. Code,State or Union Territory,Value,Processed Value,Final Value,Map Score,Score,Source
1,1.01,"Murder per 100,000",15,Mizoram,2.825358228,39.40306445,39.40306445,1.182091934,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",13,Nagaland,1.061409086,92.73982218,92.73982218,2.782194665,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",21,Odisha,3.285349991,25.4942342,25.4942342,0.764827026,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",34,Puducherry,2.403936687,52.14564196,52.14564196,1.564369259,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",3,Punjab,2.414994187,51.81129489,51.81129489,1.554338847,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",8,Rajasthan,2.675480405,43.93493952,43.93493952,1.318048186,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",11,Sikkim,1.474015562,80.26378694,80.26378694,2.407913608,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",33,Tamil Nadu,2.342438767,54.00516249,54.00516249,1.620154875,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",36,Telangana,2.676861863,43.8931682,43.8931682,1.316795046,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",16,Tripura,2.96686071,35.12443565,35.12443565,1.05373307,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",9,Uttar Pradesh,1.747139332,72.00530829,72.00530829,2.160159249,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",5,Uttarakhand,1.854001451,68.77410462,68.77410462,2.063223139,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.01,"Murder per 100,000",19,West Bengal,1.858098365,68.65022571,68.65022571,2.059506771,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",35,Andaman and Nicobar Islands,2.102049235,90.46854517,90.46854517,2.714056355,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",37,Andhra Pradesh,3.257552181,81.30639125,81.30639125,2.439191738,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",12,Arunachal Pradesh,1.878983354,92.23726756,92.23726756,2.767118027,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",18,Assam,2.40341662,88.07895856,88.07895856,2.642368757,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",10,Bihar,8.325692243,41.1203584,41.1203584,1.233610752,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",4,Chandigarh,1.989672651,91.35959574,91.35959574,2.740787872,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",22,Chhattisgarh,2.947716436,83.76312474,83.76312474,2.512893742,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,1.024303303,99.01415222,99.01415222,2.970424567,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",7,Delhi,4.675975452,70.05950315,70.05950315,2.101785094,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",30,Goa,1.30266807,96.80695677,96.80695677,2.904208703,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",24,Gujarat,1.565196593,94.72532925,94.72532925,2.841759877,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",6,Haryana,3.849876587,76.60976335,76.60976335,2.2982929,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",2,Himachal Pradesh,1.077994034,98.58843047,98.58843047,2.957652914,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",1,Jammu and Kashmir,3.700976732,77.79041234,77.79041234,2.33371237,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",20,Jharkhand,8.675846897,38.34393031,38.34393031,1.150317909,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",29,Karnataka,5.080587463,66.85127461,66.85127461,2.005538238,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",32,Kerala,2.095428132,90.52104488,90.52104488,2.715631346,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",35,Ladakh,1.094890511,98.4544558,98.4544558,2.953633674,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",31,Lakshadweep,0,107.1360047,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",23,Madhya Pradesh,2.545891835,86.94925149,86.94925149,2.608477545,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",27,Maharashtra,3.095902692,82.58813398,82.58813398,2.477644019,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",14,Manipur,5.95240411,59.93851135,59.93851135,1.798155341,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",17,Meghalaya,1.550445601,94.84229204,94.84229204,2.845268761,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",15,Mizoram,1.731671172,93.40532766,93.40532766,2.80215983,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",13,Nagaland,1.314125535,96.71610883,96.71610883,2.901483265,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",21,Odisha,13.92521443,-3.279081967,0,0,red,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",34,Puducherry,1.762886904,93.15781351,93.15781351,2.794734405,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",3,Punjab,3.262044387,81.27077188,81.27077188,2.438123156,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",8,Rajasthan,3.734585517,77.52392331,77.52392331,2.325717699,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",11,Sikkim,1.637795069,94.14968518,94.14968518,2.824490555,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",33,Tamil Nadu,3.635631293,78.30854599,78.30854599,2.34925638,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",36,Telangana,4.285264455,73.15750848,73.15750848,2.194725254,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",16,Tripura,3.946741312,75.8417086,75.8417086,2.275251258,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",9,Uttar Pradesh,1.8957788,92.10409399,92.10409399,2.76312282,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",5,Uttarakhand,2.35963821,88.42608406,88.42608406,2.652782522,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.02,"Attempted Murder per 100,000",19,West Bengal,13.45258834,0.468440281,0.468440281,0.014053208,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",35,Andaman and Nicobar Islands,0.788268463,17.3091371,17.3091371,0.519274113,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",37,Andhra Pradesh,0.258183702,73.47040027,73.47040027,2.204112008,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",12,Arunachal Pradesh,0.144537181,85.51098822,85.51098822,2.565329647,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",18,Assam,0.185864219,81.13248349,81.13248349,2.433974505,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",10,Bihar,0.106628803,89.52729379,89.52729379,2.685818814,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",4,Chandigarh,0.5684779,40.59544251,40.59544251,1.217863275,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",22,Chhattisgarh,0.195731503,80.08706737,80.08706737,2.402612021,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.170717217,82.73727351,82.73727351,2.482118205,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",7,Delhi,0.536099096,44.02590245,44.02590245,1.320777074,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",30,Goa,0.274245909,71.7686463,71.7686463,2.153059389,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",24,Gujarat,0.206817732,78.91250691,78.91250691,2.367375207,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",6,Haryana,0.307674563,68.22695719,68.22695719,2.046808716,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",2,Himachal Pradesh,0.160242356,83.84706096,83.84706096,2.515411829,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",1,Jammu and Kashmir,0.203798278,79.23241106,79.23241106,2.376972332,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",20,Jharkhand,0.172789404,82.51773012,82.51773012,2.475531904,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",29,Karnataka,0.144037273,85.56395229,85.56395229,2.566918569,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",32,Kerala,0.281386063,71.01216338,71.01216338,2.130364902,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",35,Ladakh,0,100.8243706,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",31,Lakshadweep,0,100.8243706,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",23,Madhya Pradesh,0.254726874,73.83664332,73.83664332,2.2150993,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",27,Maharashtra,0.218021316,77.72551284,77.72551284,2.331765385,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",14,Manipur,0.038904602,96.7025174,96.7025174,2.901075522,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",17,Meghalaya,0.101116017,90.11136079,90.11136079,2.703340824,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",15,Mizoram,1.002546468,-5.393125458,0,0,red,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",13,Nagaland,0.303259739,68.69469769,68.69469769,2.060840931,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",21,Odisha,0.090531762,91.23273837,91.23273837,2.736982151,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",34,Puducherry,0.080131223,92.33465159,92.33465159,2.770039548,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",3,Punjab,0.944370861,0.770446494,0.770446494,0.023113395,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",8,Rajasthan,0.115246975,88.6142183,88.6142183,2.658426549,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",11,Sikkim,0,100.8243706,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",33,Tamil Nadu,0.119201026,88.19529567,88.19529567,2.64585887,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",36,Telangana,0.7313518,23.33932683,23.33932683,0.700179805,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",16,Tripura,0,100.8243706,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",9,Uttar Pradesh,0.620582289,35.07510217,35.07510217,1.052253065,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",5,Uttarakhand,0.426321189,55.65661963,55.65661963,1.669698589,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.03,"Culpable Homicide not amounting to Murder per 100,000",19,West Bengal,0.256364987,73.66308902,73.66308902,2.209892671,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",35,Andaman and Nicobar Islands,2.627561544,40.28878193,40.28878193,1.208663458,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",37,Andhra Pradesh,0.00201706,99.9541624,99.9541624,2.998624872,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",12,Arunachal Pradesh,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",18,Assam,0.009613666,99.78152986,99.78152986,2.993445896,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",10,Bihar,0.536025876,87.81883603,87.81883603,2.634565081,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",4,Chandigarh,0.189492633,95.69378842,95.69378842,2.870813652,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",22,Chhattisgarh,0.01957315,99.55520104,99.55520104,2.986656031,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",7,Delhi,4.026699879,8.493426097,8.493426097,0.254802783,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",30,Goa,0.068561477,98.44194351,98.44194351,2.953258305,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",24,Gujarat,0.100927053,97.70643725,97.70643725,2.931193118,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",6,Haryana,0.631127309,85.65766024,85.65766024,2.569729807,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",2,Himachal Pradesh,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",1,Jammu and Kashmir,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",20,Jharkhand,0.003031393,99.93111173,99.93111173,2.997933352,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",29,Karnataka,0.058924339,98.66094704,98.66094704,2.959828411,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",32,Kerala,7.016690774,-59.45398268,0,0,red,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",35,Ladakh,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",31,Lakshadweep,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",23,Madhya Pradesh,0.119790476,97.27776682,97.27776682,2.918333005,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",27,Maharashtra,0.059622156,98.64508919,98.64508919,2.959352676,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",14,Manipur,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",17,Meghalaya,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",15,Mizoram,1.275968232,71.00367924,71.00367924,2.130110377,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",13,Nagaland,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",21,Odisha,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",34,Puducherry,0.080131223,98.17902156,98.17902156,2.945370647,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",3,Punjab,0.241499419,94.51193656,94.51193656,2.835358097,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",8,Rajasthan,1.158305039,73.67757001,73.67757001,2.2103271,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",11,Sikkim,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",33,Tamil Nadu,0.002772117,99.93700377,99.93700377,2.998110113,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",36,Telangana,0.039995802,99.09109721,99.09109721,2.972732916,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",16,Tripura,0,100,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",9,Uttar Pradesh,1.176604002,73.26172691,73.26172691,2.197851807,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",5,Uttarakhand,0.029743339,99.32408396,99.32408396,2.979722519,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.04,"Attempt to commit Culpable Homicide per 100,000",19,West Bengal,3.167312719,28.02296071,28.02296071,0.840688821,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",35,Andaman and Nicobar Islands,1.313780772,36.49643149,36.49643149,1.094892945,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",37,Andhra Pradesh,1.075093073,48.06251394,48.06251394,1.441875418,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",12,Arunachal Pradesh,0.216805772,89.65251511,89.65251511,2.689575453,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",18,Assam,0.496706101,76.08939349,76.08939349,2.282681805,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",10,Bihar,0.016330537,99.36693732,99.36693732,2.98100812,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",4,Chandigarh,0.757970534,63.42931099,63.42931099,1.90287933,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",22,Chhattisgarh,0.869047873,58.04683978,58.04683978,1.741405193,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.170717217,91.88582676,91.88582676,2.756574803,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",7,Delhi,0.434835934,79.0874343,79.0874343,2.372623029,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",30,Goa,0.205684432,90.19142151,90.19142151,2.705742645,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",24,Gujarat,0.820652759,60.39192034,60.39192034,1.81175761,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",6,Haryana,2.279947405,-10.32107512,0,0,red,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",2,Himachal Pradesh,1.063426547,48.62783843,48.62783843,1.458835153,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",1,Jammu and Kashmir,0.35868497,82.77747921,82.77747921,2.483324376,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",20,Jharkhand,0.400143882,80.76850597,80.76850597,2.423055179,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",29,Karnataka,1.116288869,46.06629051,46.06629051,1.381988715,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",32,Kerala,0.245464438,88.26380298,88.26380298,2.64791409,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",35,Ladakh,0,100.1582657,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",31,Lakshadweep,0,100.1582657,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",23,Madhya Pradesh,1.626121285,21.36135691,21.36135691,0.640840707,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",27,Maharashtra,1.22358902,40.86685042,40.86685042,1.226005513,orange,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",14,Manipur,0.233427612,88.8470711,88.8470711,2.665412133,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",17,Meghalaya,0.202232035,90.35871421,90.35871421,2.710761426,yellow,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",15,Mizoram,0,100.1582657,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
1,1.05,"Abetment of Suicide per 100,000",13,Nagaland,0,100.1582657,100,3,green,NCRB(IPCCrimes-2022)/Census(2011)
